125085568.000000, -9.542577 , 0.220140, 2.361716, 1456329344.000000, 2.590000,  0.350000,  -0.210000, 0.000000,  0.000000 
 125102976.000000, -9.578469 , 0.217747, 2.340181, 1456369024.000000, 2.310000,  0.490000,  -0.420000, 1453664256.000000,  1010.277527 
 125122944.000000, -9.583255 , 0.212961, 2.371287, 0.000000, 0.000000,  0.000000,  0.000000, 0.000000,  0.000000 
 125142912.000000, -9.609575 , 0.241675, 2.349752, 1456388992.000000, 1.680000,  0.630000,  -0.560000, 0.000000,  0.000000 
 125163264.000000, -9.635897 , 0.227318, 2.354537, 1456408960.000000, 1.890000,  0.770000,  -0.630000, 0.000000,  0.000000 
 125183488.000000, -9.528220 , 0.210568, 2.368894, 1456429312.000000, 0.770000,  0.490000,  0.490000, 0.000000,  0.000000 
 125202944.000000, -9.580862 , 0.193819, 2.330609, 1456449536.000000, -0.350000,  0.070000,  0.700000, 0.000000,  0.000000 
 125222912.000000, -9.576077 , 0.236889, 2.352145, 1456468992.000000, 0.140000,  0.560000,  0.700000, 0.000000,  0.000000 
 125242880.000000, -9.523434 , 0.224925, 2.337788, 1456488960.000000, 0.140000,  0.700000,  0.980000, 0.000000,  0.000000 
 125263232.000000, -9.525827 , 0.148355, 2.385644, 1456508928.000000, -0.840000,  0.490000,  0.840000, 0.000000,  0.000000 
 125283456.000000, -9.588040 , 0.167498, 2.407180, 1456529280.000000, -1.890000,  0.980000,  0.490000, 0.000000,  0.000000 
 125302912.000000, -9.566505 , 0.186640, 2.421536, 1456549504.000000, -1.680000,  1.120000,  0.210000, 0.000000,  0.000000 
 125323136.000000, -9.571291 , 0.153141, 2.414358, 1456568960.000000, -0.210000,  0.700000,  0.350000, 0.000000,  0.000000 
 125342848.000000, -9.588040 , 0.215354, 2.392823, 1456589184.000000, 1.470000,  0.420000,  0.490000, 0.000000,  0.000000 
 125363200.000000, -9.585647 , 0.279960, 2.330609, 1456608896.000000, 2.240000,  0.350000,  0.420000, 0.000000,  0.000000 
 125383424.000000, -9.559326 , 0.198604, 2.311467, 1456629248.000000, 2.100000,  0.350000,  0.280000, 0.000000,  0.000000 
 125402752.000000, -9.573684 , 0.224925, 2.289931, 1456649472.000000, 1.540000,  0.350000,  0.140000, 0.000000,  0.000000 
 125422848.000000, -9.585647 , 0.234497, 2.318645, 1456668928.000000, 0.700000,  0.350000,  0.350000, 0.000000,  0.000000 
 125442816.000000, -9.602397 , 0.220140, 2.311467, 1456688896.000000, -0.210000,  0.490000,  0.420000, 0.000000,  0.000000 
 125463040.000000, -9.566505 , 0.248854, 2.301895, 1456708864.000000, -1.120000,  0.770000,  0.210000, 0.000000,  0.000000 
 125483392.000000, -9.588040 , 0.260818, 2.342573, 1456729216.000000, -1.470000,  0.630000,  0.770000, 0.000000,  0.000000 
 125502720.000000, -9.590433 , 0.208176, 2.352145, 1456749440.000000, -2.380000,  0.560000,  0.700000, 0.000000,  0.000000 
 125522688.000000, -9.600004 , 0.193819, 2.371287, 1456768768.000000, -3.010000,  0.770000,  0.840000, 0.000000,  0.000000 
 125542784.000000, -9.542577 , 0.167498, 2.328217, 1456788864.000000, -3.080000,  0.560000,  0.630000, 0.000000,  0.000000 
 125563008.000000, -9.542577 , 0.196211, 2.352145, 1456808832.000000, -2.870000,  0.420000,  0.700000, 0.000000,  0.000000 
 125583360.000000, -9.525827 , 0.189033, 2.404787, 1456829056.000000, -2.380000,  0.420000,  0.560000, 0.000000,  0.000000 
 125602688.000000, -9.576077 , 0.244068, 2.359323, 1456849408.000000, -2.380000,  0.420000,  0.420000, 0.000000,  0.000000 
 125622784.000000, -9.578469 , 0.232104, 2.373680, 1456868736.000000, -2.170000,  0.350000,  0.630000, 0.000000,  0.000000 
 125642624.000000, -9.585647 , 0.217747, 2.337788, 1456888832.000000, -2.240000,  0.420000,  0.490000, 0.000000,  0.000000 
 125662976.000000, -9.571291 , 0.157926, 2.385644, 1456908800.000000, -2.800000,  0.490000,  0.350000, 0.000000,  0.000000 
 125683200.000000, -9.595219 , 0.208176, 2.392823, 1456929024.000000, -3.220000,  0.350000,  0.350000, 0.000000,  0.000000 
 125702656.000000, -9.561719 , 0.205783, 2.347359, 1456949376.000000, -2.660000,  0.350000,  0.280000, 0.000000,  0.000000 
 125722624.000000, -9.528220 , 0.229711, 2.397608, 1456968704.000000, -1.750000,  0.350000,  0.280000, 0.000000,  0.000000 
 125742592.000000, -9.580862 , 0.205783, 2.407180, 1456988672.000000, -1.400000,  0.560000,  0.070000, 0.000000,  0.000000 
 125762944.000000, -9.600004 , 0.272782, 2.428715, 1457008640.000000, -1.470000,  0.770000,  -0.070000, 0.000000,  0.000000 
 125783168.000000, -9.604790 , 0.189033, 2.388037, 1457028992.000000, -1.960000,  0.770000,  0.070000, 0.000000,  0.000000 
 125802624.000000, -9.528220 , 0.148355, 2.455036, 1457049216.000000, -2.030000,  0.560000,  0.070000, 0.000000,  0.000000 
 125822592.000000, -9.504292 , 0.191426, 2.428715, 1457068672.000000, -2.030000,  0.070000,  0.420000, 0.000000,  0.000000 
 125842560.000000, -9.528220 , 0.241675, 2.368894, 1457088640.000000, -0.980000,  -0.210000,  0.420000, 0.000000,  0.000000 
 125862912.000000, -9.554541 , 0.236889, 2.328217, 1457108608.000000, 0.490000,  0.070000,  -0.420000, 0.000000,  0.000000 
 125883136.000000, -9.528220 , 0.220140, 2.400001, 1457128960.000000, 0.210000,  0.210000,  -0.210000, 0.000000,  0.000000 
 125902592.000000, -9.485149 , 0.186640, 2.335395, 1457149184.000000, -0.630000,  0.070000,  -0.210000, 0.000000,  0.000000 
 125922560.000000, -9.585647 , 0.189033, 2.423929, 1457168640.000000, -1.120000,  0.210000,  -0.630000, 0.000000,  0.000000 
 125942528.000000, -9.614362 , 0.191426, 2.443072, 1457188608.000000, -1.050000,  0.560000,  -0.980000, 0.000000,  0.000000 
 125962752.000000, -9.595219 , 0.210568, 2.431108, 1457208576.000000, -0.210000,  0.280000,  -0.840000, 0.000000,  0.000000 
 125983104.000000, -9.528220 , 0.224925, 2.361716, 1457228928.000000, 1.190000,  -0.070000,  -0.350000, 0.000000,  0.000000 
 126002432.000000, -9.568897 , 0.258425, 2.321038, 1457249152.000000, 2.660000,  -0.070000,  -0.140000, 0.000000,  0.000000 
 126022528.000000, -9.580862 , 0.229711, 2.313859, 1457268608.000000, 3.360000,  -0.070000,  -0.140000, 0.000000,  0.000000 
 126042496.000000, -9.566505 , 0.196211, 2.297110, 1457288576.000000, 2.870000,  0.210000,  -0.140000, 0.000000,  0.000000 
 126062720.000000, -9.564112 , 0.236889, 2.309074, 1457308544.000000, 1.750000,  0.210000,  -0.140000, 0.000000,  0.000000 
 126084992.000000, -9.554541 , 0.205783, 2.342573, 1457328768.000000, 0.700000,  0.420000,  -0.070000, 0.000000,  0.000000 
 126102400.000000, -9.580862 , 0.234497, 2.337788, 1457351040.000000, 0.070000,  0.560000,  -0.070000, 0.000000,  0.000000 
 126122368.000000, -9.576077 , 0.191426, 2.301895, 1457368448.000000, -0.280000,  0.490000,  0.420000, 1454663808.000000,  1010.276550 
 126142464.000000, -9.561719 , 0.193819, 2.323431, 1457388544.000000, -0.420000,  0.560000,  0.490000, 0.000000,  0.000000 
 126162688.000000, -9.564112 , 0.279960, 2.292324, 1457408512.000000, -0.700000,  0.560000,  0.770000, 0.000000,  0.000000 
 126183040.000000, -9.566505 , 0.287139, 2.299503, 1457428736.000000, -1.330000,  0.560000,  0.980000, 0.000000,  0.000000 
 126202368.000000, -9.544970 , 0.253639, 2.342573, 1457449088.000000, -2.450000,  0.630000,  1.190000, 0.000000,  0.000000 
 126222336.000000, -9.585647 , 0.167498, 2.402394, 1457468416.000000, -3.500000,  0.700000,  1.260000, 0.000000,  0.000000 
 126242304.000000, -9.544970 , 0.215354, 2.344966, 1457488384.000000, -3.290000,  0.770000,  1.260000, 0.000000,  0.000000 
 126262656.000000, -9.542577 , 0.162712, 2.378466, 1457508480.000000, -2.380000,  0.910000,  1.050000, 0.000000,  0.000000 
 126282880.000000, -9.537791 , 0.248854, 2.364109, 1457528704.000000, -1.260000,  0.980000,  0.770000, 0.000000,  0.000000 
 126302336.000000, -9.540184 , 0.275175, 2.361716, 1457549056.000000, -0.770000,  0.980000,  0.700000, 0.000000,  0.000000 
 126322304.000000, -9.547362 , 0.272782, 2.364109, 1457568384.000000, -1.260000,  1.050000,  0.630000, 0.000000,  0.000000 
 126342272.000000, -9.530612 , 0.253639, 2.395216, 1457588352.000000, -2.310000,  0.910000,  0.560000, 0.000000,  0.000000 
 126362624.000000, -9.521042 , 0.217747, 2.443072, 1457608320.000000, -3.290000,  0.770000,  0.350000, 0.000000,  0.000000 
 126382848.000000, -9.549755 , 0.181855, 2.421536, 1457628672.000000, -3.430000,  0.630000,  0.420000, 0.000000,  0.000000 
 126402304.000000, -9.554541 , 0.241675, 2.440679, 1457648896.000000, -2.660000,  0.630000,  0.350000, 0.000000,  0.000000 
 126422272.000000, -9.566505 , 0.241675, 2.359323, 1457668352.000000, -1.960000,  0.560000,  0.140000, 0.000000,  0.000000 
 126442240.000000, -9.552148 , 0.258425, 2.426322, 1457688320.000000, -1.680000,  0.350000,  0.210000, 0.000000,  0.000000 
 126462592.000000, -9.511470 , 0.227318, 2.423929, 1457708288.000000, -2.450000,  -0.070000,  0.700000, 0.000000,  0.000000 
 126482816.000000, -9.552148 , 0.241675, 2.385644, 1457728640.000000, -2.100000,  -0.070000,  0.700000, 0.000000,  0.000000 
 126502144.000000, -9.521042 , 0.246461, 2.409572, 1457748864.000000, -1.540000,  0.280000,  -0.210000, 0.000000,  0.000000 
 126522240.000000, -9.497113 , 0.239282, 2.371287, 1457768320.000000, -1.470000,  0.140000,  0.210000, 0.000000,  0.000000 
 126542208.000000, -9.571291 , 0.177069, 2.397608, 1457788288.000000, -1.400000,  -0.070000,  0.210000, 0.000000,  0.000000 
 126562432.000000, -9.571291 , 0.196211, 2.438286, 1457808256.000000, -1.890000,  0.140000,  -0.560000, 0.000000,  0.000000 
 126582784.000000, -9.580862 , 0.189033, 2.455036, 1457828608.000000, -2.030000,  0.070000,  -0.630000, 0.000000,  0.000000 
 126602112.000000, -9.568897 , 0.203390, 2.426322, 1457848832.000000, -1.330000,  -0.210000,  -0.700000, 0.000000,  0.000000 
 126622208.000000, -9.537791 , 0.224925, 2.390430, 1457868160.000000, -0.070000,  -0.420000,  -0.280000, 0.000000,  0.000000 
 126642176.000000, -9.544970 , 0.253639, 2.371287, 1457888256.000000, 0.490000,  -0.490000,  -0.210000, 0.000000,  0.000000 
 126662400.000000, -9.568897 , 0.251246, 2.392823, 1457908224.000000, 0.560000,  -0.350000,  -0.420000, 0.000000,  0.000000 
 126682752.000000, -9.530612 , 0.260818, 2.364109, 1457928448.000000, -0.070000,  -0.280000,  -0.210000, 0.000000,  0.000000 
 126702080.000000, -9.537791 , 0.172283, 2.397608, 1457948800.000000, -0.490000,  -0.420000,  -0.070000, 0.000000,  0.000000 
 126722048.000000, -9.549755 , 0.174676, 2.428715, 1457968128.000000, -0.420000,  -0.420000,  -0.140000, 0.000000,  0.000000 
 126742016.000000, -9.552148 , 0.203390, 2.411965, 1457988096.000000, 0.420000,  -0.350000,  -0.210000, 0.000000,  0.000000 
 126762368.000000, -9.588040 , 0.210568, 2.371287, 1458008192.000000, 1.680000,  -0.490000,  -0.140000, 0.000000,  0.000000 
 126782592.000000, -9.597611 , 0.256032, 2.333002, 1458028416.000000, 2.590000,  -0.350000,  -0.140000, 0.000000,  0.000000 
