time,seconds_elapsed,z,y,x
1633779941148527000,0.033527099609375,4.75360107421875,24.407249450683594,-31.011463165283203
1633779941168406000,0.053406005859375,4.758087158203125,24.538171768188477,-31.172046661376953
1633779941188285200,0.07328515625,4.614044189453125,24.23397445678711,-31.389324188232422
1633779941208165000,0.0931650390625,4.2607421875,24.152408599853516,-31.17081069946289
1633779941228044000,0.1130439453125,3.928070068359375,24.45440673828125,-31.396617889404297
1633779941247923200,0.132923095703125,4.0665283203125,24.082443237304688,-31.254451751708984
1633779941267802000,0.152802001953125,3.960845947265625,23.99870491027832,-31.010616302490234
1633779941287682000,0.17268212890625,4.464019775390625,24.209951400756836,-30.916645050048828
1633779941307561200,0.192561279296875,3.781097412109375,24.061359405517578,-31.003047943115234
1633779941327440100,0.212440185546875,3.53875732421875,23.8129940032959,-30.95058822631836
1633779941347320000,0.232320068359375,3.893096923828125,23.93883514404297,-30.783939361572266
1633779941367199200,0.25219921875,3.718170166015625,23.948232650756836,-30.603595733642578
1633779941387078100,0.272078125,3.8193359375,23.957599639892578,-30.618846893310547
1633779941406958000,0.2919580078125,3.787445068359375,23.890850067138672,-30.590328216552734
1633779941426837200,0.311837158203125,3.8857421875,23.940792083740234,-30.59384536743164
1633779941446716200,0.331716064453125,4.19232177734375,24.022600173950195,-30.559093475341797
1633779941466595000,0.351594970703125,3.920074462890625,24.084489822387695,-30.78750991821289
1633779941486475300,0.371475341796875,3.8006591796875,23.904930114746094,-30.851741790771484
1633779941506354200,0.391354248046875,3.837677001953125,23.88386344909668,-30.895381927490234
1633779941526233600,0.411233642578125,4.1353759765625,23.8444766998291,-30.826419830322266
1633779941546113500,0.431113525390625,3.90911865234375,23.865325927734375,-30.767375946044922
1633779941565992700,0.45099267578125,3.7861328125,24.03318214416504,-30.885417938232422
1633779941585871400,0.470871337890625,4.10076904296875,24.15370750427246,-30.81247329711914
1633779941605750500,0.49075048828125,4.345550537109375,24.172035217285156,-30.972431182861328
1633779941625630700,0.510630615234375,4.989837646484375,23.93384552001953,-30.737079620361328
1633779941645509400,0.53050927734375,5.347930908203125,23.75418472290039,-30.596935272216797
1633779941665388500,0.550388427734375,6.21826171875,23.506607055664062,-30.544193267822266
1633779941685268700,0.570268798828125,6.50836181640625,23.32609748840332,-30.301349639892578
1633779941705147400,0.5901474609375,7.21533203125,23.37696647644043,-30.393070220947266
1633779941725026600,0.610026611328125,7.4796142578125,22.96207618713379,-30.39126205444336
1633779941744906800,0.62990673828125,7.798675537109375,22.608877182006836,-30.468814849853516
1633779941764785400,0.649785400390625,8.142547607421875,22.387624740600586,-30.230823516845703
1633779941784664600,0.66966455078125,8.167327880859375,22.05341339111328,-30.59719467163086
1633779941804543500,0.68954345703125,8.236053466796875,21.48542022705078,-30.303226470947266
1633779941824423400,0.70942333984375,9.277496337890625,21.202930450439453,-29.94558334350586
1633779941844302600,0.729302490234375,9.604522705078125,20.924762725830078,-29.69289779663086
1633779941864181500,0.749181396484375,10.50579833984375,20.685522079467773,-29.65554428100586
1633779941884061700,0.769061767578125,11.093719482421875,20.008373260498047,-29.24484634399414
1633779941903940600,0.788940673828125,11.6148681640625,19.46986198425293,-29.291118621826172
1633779941923819500,0.808819580078125,11.325164794921875,18.699085235595703,-29.214519500732422
1633779941943699700,0.82869970703125,10.75042724609375,17.473806381225586,-30.11208724975586
1633779941963578400,0.848578369140625,10.022186279296875,16.771217346191406,-30.77676773071289
1633779941983457500,0.86845751953125,8.840179443359375,16.002426147460938,-31.041492462158203
1633779942003336700,0.888336669921875,8.445953369140625,15.662960052490234,-31.136280059814453
1633779942023216400,0.90821630859375,7.31396484375,15.207880020141602,-31.437686920166016
1633779942043095600,0.928095458984375,6.508270263671875,15.176082611083984,-31.634990692138672
1633779942062974700,0.947974609375,6.751739501953125,14.851737976074219,-31.580135345458984
1633779942082854400,0.9678544921875,7.866973876953125,13.983363151550293,-31.074260711669922
1633779942102733600,0.987733642578125,10.46746826171875,13.24011516571045,-30.258563995361328
1633779942122612500,1.007612548828125,11.93402099609375,12.810916900634766,-29.25369644165039
1633779942142491600,1.02749169921875,13.2716064453125,12.440319061279297,-28.384075164794922
1633779942162371600,1.04737158203125,13.109710693359375,11.827913284301758,-28.043079376220703
1633779942182250500,1.06725048828125,12.51727294921875,10.98611831665039,-28.003093719482422
1633779942202129700,1.087129638671875,12.294403076171875,10.143682479858398,-27.890911102294922
1633779942222009600,1.107009521484375,11.9857177734375,8.970619201660156,-27.49044418334961
1633779942241888500,1.126888427734375,11.954010009765625,7.965539932250977,-26.931835174560547
1633779942261767700,1.146767578125,12.216400146484375,7.18440055847168,-26.573413848876953
1633779942281647600,1.166647705078125,12.40087890625,6.7679443359375,-26.30618667602539
1633779942301526500,1.186526611328125,11.49139404296875,6.220418930053711,-26.206989288330078
1633779942321405700,1.20640576171875,10.548919677734375,6.074558258056641,-25.905826568603516
1633779942341284600,1.22628466796875,9.49407958984375,5.2255706787109375,-26.153858184814453
1633779942361164500,1.24616455078125,8.20843505859375,4.835119247436523,-26.434200286865234
1633779942381043700,1.266043701171875,6.331451416015625,4.4590911865234375,-26.877384185791016
1633779942400922600,1.285922607421875,3.927734375,4.393163681030273,-27.179088592529297
1633779942420802600,1.305802490234375,2.2447509765625,4.278738021850586,-27.301250457763672
1633779942440681500,1.325681396484375,1.13787841796875,4.449079513549805,-27.288166046142578
1633779942460560600,1.345560546875,0.868316650390625,4.273372650146484,-26.80147933959961
1633779942480440600,1.365440673828125,-0.644378662109375,3.5849456787109375,-26.61257553100586
