time,seconds_elapsed,z,y,x
1633780863427575000,13.402574951171875,-0.03893617211580276,-0.06357844594120979,-0.06470394740637857
1633780863447454200,13.4224541015625,-0.11601882727444171,-0.08498509884625673,-0.023154044561646877
1633780863467333000,13.4423330078125,-0.14871698178350926,-0.09056962098032235,0.03384308219391387
1633780863487213000,13.462213134765625,-0.14137597137093544,-0.0629331337749958,0.05331453381925821
1633780863507092200,13.48209228515625,-0.11882745495438575,-0.013516776438057421,-0.0018458835950121283
1633780863526971100,13.50197119140625,-0.09387187739610671,0.07250877137184143,-0.03370824486706406
1633780863546850300,13.521850341796876,-0.0502455016374588,0.15534166062027216,-0.04518931422643363
1633780863566730200,13.541730224609376,0.0012356792747974395,0.20148060372173784,0.003886668707616627
1633780863586609200,13.561609130859376,0.031948212924599644,0.22090251255035398,0.014806195194087922
1633780863606488300,13.58148828125,0.07712474073469638,0.16996552151739597,0.029863077213615176
1633780863626367000,13.601366943359375,-0.06052548811137676,0.1496037014901638,-0.005058123639784753
1633780863646246100,13.62124609375,0.1203460428237915,0.01996609870791435,-0.11502046388685702
1633780863666126300,13.641126220703125,0.1506266147971153,0.05885989298671484,-0.0387865710446611
1633780863686005000,13.6610048828125,0.0976677625477314,-0.013603285677731036,0.019779307431541382
1633780863705884200,13.68088427734375,0.009757423904538154,-0.06059416943341493,0.003915530617564218
1633780863725763000,13.70076318359375,0.03385141619741917,-0.19240882399380205,0.06173219702001661
1633780863745643300,13.720643310546874,-0.033061142602562904,-0.19622984358668327,0.0293710924455896
1633780863765522200,13.740522216796874,0.013198504269123076,-0.1739183507964015,0.0015486542141065001
1633780863785401000,13.760401123046876,0.05398410364389419,-0.12761515704393386,-0.03152293671723455
1633780863805280300,13.7802802734375,0.04578969127237797,-0.05156535206437111,-0.0719752855496481
1633780863825159200,13.8001591796875,0.00547112488746643,0.031032851645350454,0.0005546016754582524
1633780863845039000,13.8200390625,-0.05106090967357158,0.05565116007328033,0.015048223789036273
1633780863864918300,13.839918212890625,-0.03285714446306229,0.09052519731670618,0.041197285448201
1633780863884797200,13.859797119140625,-0.060703767287731164,0.11268325311094522,0.03875321676433086
1633780863904676000,13.879676025390625,0.05853986725211143,0.1094204519227147,0.0009207681067287921
1633780863924555000,13.899554931640624,0.015714286482334135,0.11739011562764644,0.011286131309159099
1633780863944435200,13.919435302734374,0.023505963271856306,0.09282762904018163,0.020364633038826286
1633780863964314000,13.939314208984374,-0.008256956213712691,0.06485095009505748,0.08852383089903741
1633780863984193000,13.959193115234376,0.03747603643536567,-0.02861000841259956,0.04790591624137014
1633780864004072200,13.979072265625,0.05592004014253616,-0.08024930249601601,-0.0671456369034946
1633780864023952100,13.9989521484375,0.09031915335059165,-0.11622077958732843,-0.08406904344726353
1633780864043831000,14.0188310546875,0.05965922667086124,-0.120718091006577,0.0014179427898139692
1633780864063710200,14.038710205078125,0.07604220619499683,-0.08838935433179139,0.048277270304411646
1633780864083589000,14.058589111328125,0.21224165171086787,-0.007879647333920001,0.06681614922080188
1633780864103468300,14.07846826171875,0.2478203300923109,0.016356091517210007,0.11844919622652232
1633780864123348200,14.09834814453125,0.20761866808533666,0.03225888630896807,0.0943753699388355
1633780864143227100,14.11822705078125,0.17007891876399517,0.007876140202581882,0.054312970272079104
1633780864163106300,14.138106201171874,0.020476970839500425,-0.044888066257536406,-0.005456950231641531
1633780864182985000,14.15798486328125,-0.061114101654291146,-0.05494301180392504,0.014517404847964644
1633780864202865200,14.177865234375,-0.07529577174186707,-0.04968377610146999,-0.08457965985052288
1633780864222744300,14.197744384765626,-0.018341712376475333,-0.027933716586232185,-0.0673158058386296
1633780864242623000,14.217623046875,-0.011012392401695251,0.025447160467505454,-0.024325243765488266
1633780864262502100,14.237502197265625,0.012893968364596366,0.024245091201364994,-0.07119787143636494
1633780864282381000,14.257381103515625,-0.06259878725409507,-0.004923720137774944,-0.08116130277439951
1633780864302261000,14.277260986328125,-0.06583996113240718,-0.0055783846542239186,-0.045342239765822884
1633780864322140200,14.29714013671875,-0.00840951642692089,-0.07530804670155047,-0.055377165437489745
1633780864342019000,14.31701904296875,-0.05080722717344761,-0.11619710645079612,-0.0041308527270331975
1633780864361898200,14.336898193359374,-0.009430091646313667,-0.031110300795733927,0.053632257998920976
1633780864381778200,14.356778076171874,0.028672552254796025,0.03186462629437446,0.11579714734777807
1633780864401657300,14.3766572265625,0.0919113909780979,0.10872983931005001,0.07293554541654884
1633780864421536300,14.396536376953126,0.06786825208961964,0.08066694338619708,0.06054316989853978
1633780864441415400,14.41641552734375,0.13260112876296043,0.0873801772892475,-0.005508168962225318
1633780864461294000,14.436294189453125,0.05729658919274807,0.05033317992091178,-0.09092048024460672
1633780864481174300,14.45617431640625,-0.009330722925066948,-0.0015019289955496787,-0.03631433571223169
1633780864501053400,14.476053466796875,-0.12293138314187527,-0.054232817707955835,0.008718287831859198
1633780864520932000,14.49593212890625,-0.11499357587993145,-0.11763269221186637,-0.03631477410364896
1633780864540811300,14.515811279296875,-0.06411269894838333,-0.09838350960165261,-0.015824471141828687
1633780864560691500,14.53569140625,-0.04207271657586097,-0.08088350874632597,-0.09949311481136829
1633780864580570000,14.555570068359375,0.013709960922598838,-0.07083294711410999,-0.05538947692979127
1633780864600449300,14.57544921875,0.03964285908043384,-0.04506956030428409,-0.05489153734501451
1633780864620328200,14.595328125,0.027312369817495345,-0.04190758914202451,-0.004324475602991879
1633780864640207400,14.615207275390626,0.1151829609721899,0.04071194961667061,0.05916263879295438
1633780864660087300,14.63508740234375,0.13752689472734927,0.1206269055917859,0.059903556820750235
1633780864679966200,14.65496630859375,0.17884966971874236,0.1453776082277298,0.007160429681278765
1633780864699845400,14.674845458984375,0.13637304851710796,0.1592366222321987,-0.01927015233300626
1633780864719724300,14.694724365234375,0.1635766972631216,0.21417320429533718,-0.013597878850251436
1633780864739603200,14.714603271484375,0.11386544863283633,0.18664368459582328,0.01586363182514906
1633780864759483400,14.7344833984375,0.0990922423928976,0.15895312911570073,0.005530709587596357
1633780864779362300,14.7543623046875,-0.008670797711610794,0.07215659693330526,0.08118267435599118
