time,seconds_elapsed,relativeAltitude,pressure
1633782001678501600,-0.588498291015625,0,1004.8905181884766
1633782002679077600,0.41207763671875,-0.02642059326171875,1004.8934936523438
1633782003679654700,1.412654541015625,-0.050201416015625,1004.8965454101562
1633782004680231700,2.413231689453125,-0.07398223876953125,1004.8992919921875
1633782005680807700,3.4138076171875,-0.1268310546875,1004.9054718017578
1633782006681383700,4.4143837890625,-0.1268310546875,1004.9054718017578
1633782007232332500,4.96533251953125,-0.15061187744140625,1004.9085235595703
1633782008232979500,5.9659794921875,-0.15061187744140625,1004.9085235595703
1633782009233488600,6.966488525390625,-0.14532470703125,1004.9076843261719
1633782010234062300,7.967062255859375,-0.1294708251953125,1004.9057769775391
1633782011234643500,8.9676435546875,-0.1162567138671875,1004.9043273925781
1633782012235214600,9.968214599609375,-0.10305023193359375,1004.9028015136719
1633782013235791400,10.968791259765625,-0.10305023193359375,1004.9025726318359
1633782014236369700,11.96936962890625,-0.10305023193359375,1004.9025726318359
1633782015236947500,12.969947509765625,-0.1268310546875,1004.9055480957031
1633782016237523500,13.9705234375,-0.15061187744140625,1004.908447265625
1633782017238100500,14.9711005859375,-0.16910552978515625,1004.9104309082031
1633782018238675700,15.97167578125,-0.1928863525390625,1004.9132537841797
1633782019239251700,16.972251708984373,-0.221954345703125,1004.9167633056641
