 Acc_timestamp,Accx,Accy,Accz,Gyro_timestamp,Gyrox,Gyroy,Gyroz,Baro_timestamp,Pressure_Reading
 41698560.000000, 0.689133 , 1.203590, 9.616754, 657742912.000000, -0.070000,  0.280000,  0.070000, 0.000000,  0.000000 
 41718208.000000, 0.662812 , 1.184447, 9.578469, 657762624.000000, -0.210000,  0.350000,  0.070000, 0.000000,  0.000000 
 41738240.000000, 0.703490 , 1.198804, 9.580862, 657782336.000000, -0.280000,  0.490000,  0.070000, 0.000000,  0.000000 
 41758208.000000, 0.665205 , 1.205983, 9.585647, 657802304.000000, -0.280000,  0.420000,  0.070000, 0.000000,  0.000000 
 41778752.000000, 0.646062 , 1.215554, 9.585647, 657822272.000000, -0.140000,  0.350000,  0.070000, 0.000000,  0.000000 
 41798464.000000, 0.662812 , 1.232304, 9.611969, 657842880.000000, -0.140000,  0.420000,  0.070000, 0.000000,  0.000000 
 41818176.000000, 0.658026 , 1.210768, 9.602397, 657862592.000000, -0.350000,  0.490000,  0.140000, 0.000000,  0.000000 
 41838144.000000, 0.665205 , 1.184447, 9.626326, 657882240.000000, -0.560000,  0.420000,  0.070000, 0.000000,  0.000000 
 41858112.000000, 0.622134 , 1.182054, 9.616754, 657902272.000000, -0.560000,  0.490000,  0.070000, 0.000000,  0.000000 
 41878784.000000, 0.698704 , 1.225125, 9.600004, 657922240.000000, -0.560000,  0.420000,  0.070000, 0.000000,  0.000000 
 41898432.000000, 0.672383 , 1.165305, 9.576077, 657942848.000000, -0.350000,  0.210000,  0.070000, 0.000000,  0.000000 
 41918080.000000, 0.705883 , 1.234696, 9.628718, 657962560.000000, -0.070000,  0.280000,  0.070000, 0.000000,  0.000000 
 41938112.000000, 0.701097 , 1.205983, 9.597611, 657982208.000000, 0.210000,  0.350000,  0.070000, 0.000000,  0.000000 
 41958080.000000, 0.650848 , 1.205983, 9.611969, 658002176.000000, 0.210000,  0.350000,  0.070000, 0.000000,  0.000000 
 41978688.000000, 0.681954 , 1.196411, 9.621540, 658022208.000000, -0.560000,  0.350000,  0.070000, 0.000000,  0.000000 
 41998400.000000, 0.720240 , 1.172483, 9.585647, 658042752.000000, -0.770000,  0.420000,  0.070000, 0.000000,  0.000000 
 42018048.000000, 0.698704 , 1.179662, 9.597611, 658062464.000000, -0.560000,  0.350000,  0.070000, 0.000000,  0.000000 
 42038016.000000, 0.713061 , 1.143769, 9.595219, 658082176.000000, -0.280000,  0.420000,  0.070000, 0.000000,  0.000000 
 42058048.000000, 0.662812 , 1.229911, 9.604790, 658102144.000000, -0.070000,  0.490000,  0.070000, 0.000000,  0.000000 
 42078592.000000, 0.710668 , 1.203590, 9.580862, 658122112.000000, -0.070000,  0.280000,  0.070000, 0.000000,  0.000000 
 42098304.000000, 0.672383 , 1.174876, 9.616754, 658142720.000000, -0.140000,  0.210000,  0.070000, 0.000000,  0.000000 
 42118016.000000, 0.658026 , 1.182054, 9.580862, 658162432.000000, -0.210000,  0.280000,  0.070000, 0.000000,  0.000000 
 42137984.000000, 0.679562 , 1.177269, 9.576077, 658182080.000000, -0.280000,  0.350000,  0.070000, 0.000000,  0.000000 
 42157952.000000, 0.674776 , 1.215554, 9.602397, 658202112.000000, -0.210000,  0.210000,  0.070000, 0.000000,  0.000000 
 42180544.000000, 0.655633 , 1.162912, 9.595219, 658222080.000000, -0.280000,  0.210000,  0.070000, 0.000000,  0.000000 
 42198272.000000, 0.669990 , 1.174876, 9.619147, 658244608.000000, -0.490000,  0.350000,  0.070000, 0.000000,  0.000000 
