version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone 11,2021-11-16_17-56-25,ios,1.7.1,2215cc9d-eb70-48b0-8379-a41463e62f3c,Accelerometer|Gyroscope|Magnetometer|Barometer,20|20|20|0
