time,seconds_elapsed,relativeAltitude,pressure
1633782693031741000,-0.562259033203125,0,1005.0465393066406
1633782694032313900,0.43831396484375,-0.058135986328125,1005.0534820556641
1633782695032891600,1.4388916015625,-0.11626434326171875,1005.0604248046875
1633782696033465900,2.4394658203125,-0.140045166015625,1005.0630950927734
1633782697034464800,3.44046484375,-0.16382598876953125,1005.0660705566406
1633782698034619000,4.440618896484375,-0.16382598876953125,1005.0661468505859
1633782698585569000,4.991569091796875,-0.184967041015625,1005.0685882568359
1633782699586148900,5.99214892578125,-0.184967041015625,1005.0685882568359
1633782700586722800,6.992722900390625,-0.17967987060546875,1005.0679779052734
1633782701587300900,7.99330078125,-0.17967987060546875,1005.0679779052734
1633782702587880000,8.9938798828125,-0.1876068115234375,1005.0688934326172
1633782703588452900,9.994452880859376,-0.1876068115234375,1005.0688934326172
1633782704589182000,10.995181884765625,-0.19553375244140625,1005.0697326660156
1633782705589603800,11.995603759765626,-0.19553375244140625,1005.0697326660156
1633782706590175000,12.996175048828125,-0.19553375244140625,1005.0697326660156
1633782707590758000,13.9967578125,-0.184967041015625,1005.0685882568359
1633782708591328800,14.997328857421875,-0.17704010009765625,1005.0675201416016
1633782709591905800,15.99790576171875,-0.1743927001953125,1005.0674438476562
1633782710592483800,16.99848388671875,-0.1743927001953125,1005.0674438476562
