time,seconds_elapsed,z,y,x
1634125368008087000,0.016087158203125,31.85174560546875,-23.082109451293945,30.44818115234375
1634125368027966000,0.035966064453125,31.6712646484375,-23.180631637573242,30.464176177978516
1634125368047846100,0.05584619140625,31.51983642578125,-22.991735458374023,30.52220916748047
1634125368067725000,0.07572509765625,31.741302490234375,-22.740564346313477,30.442049026489258
1634125368087605000,0.09560498046875,31.405426025390625,-22.843664169311523,30.334177017211914
1634125368107484200,0.115484130859375,31.407806396484375,-22.99347496032715,30.2259521484375
1634125368127363300,0.13536328125,31.8883056640625,-22.96268653869629,30.315732955932617
1634125368147243000,0.155242919921875,31.955902099609375,-23.125383377075195,30.445674896240234
1634125368167122200,0.1751220703125,32.1336669921875,-23.16335105895996,30.50979995727539
1634125368187002000,0.195002197265625,31.84686279296875,-23.218496322631836,30.5323486328125
1634125368206881000,0.214881103515625,31.9630126953125,-23.08542823791504,30.730602264404297
1634125368226761200,0.23476123046875,31.518096923828125,-23.09095573425293,30.449878692626953
1634125368246640000,0.25464013671875,31.355743408203125,-23.19730567932129,30.167953491210938
1634125368266519000,0.27451904296875,31.85931396484375,-23.090883255004883,30.395023345947266
1634125368286399200,0.294399169921875,31.43035888671875,-22.821500778198242,30.5568790435791
1634125368306278100,0.314278076171875,31.810089111328125,-22.97405433654785,30.630592346191406
1634125368326158000,0.334157958984375,31.581268310546875,-23.086458206176758,30.58470344543457
1634125368346037200,0.354037353515625,31.44390869140625,-22.866670608520508,30.25052261352539
1634125368365917200,0.373917236328125,31.42401123046875,-22.89649772644043,30.51431655883789
1634125368385796000,0.393796142578125,31.61376953125,-22.89469337463379,30.727523803710938
1634125368405675300,0.41367529296875,31.7598876953125,-22.79386329650879,30.816890716552734
1634125368425551000,0.433551025390625,31.687713623046875,-23.04377555847168,30.735715866088867
1634125368445430000,0.453429931640625,31.29010009765625,-23.073705673217773,30.99612045288086
1634125368465310200,0.473310302734375,31.65008544921875,-23.2145938873291,30.519922256469727
1634125368485189000,0.493189208984375,31.797088623046875,-23.24125862121582,30.44263458251953
1634125368505069000,0.513069091796875,31.66009521484375,-23.147119522094727,30.541872024536133
1634125368524948200,0.5329482421875,31.68963623046875,-23.327051162719727,30.775911331176758
